583588 4032 984766 8084 947252 11562 4012 3916 852178 296506 7728 3990 3880 4024 4002 3852 4076 3888 4028 3860 296610 4016 3882 155200 3856 372214 3982 11568 4028 3856 3994 
3910 1115614 3674 3544 389342 3570 914406 342926 898106 7296 3546 7404 3716 192904 3672 3558 3666 3542 1013666 3692 3548 3678 3616 676130 1027892 3574 3662 3542 3586 3720 3544 
3698 6650 3406 1005116 3350 704006 3290 716928 3368 3298 387764 3294 3398 3290 194264 1079182 6616 313648 1115378 3392 1103634 762334 3398 3296 923746 3346 895650 3444 3294 1039472 3294 
3472 3076 6184 3210 855164 3208 3072 3176 253658 3090 3198 3076 105334 700584 441770 6332 6146 3240 481988 832486 3176 3104 426078 3072 3204 3228 837498 3174 269440 6352 349564 
3206 454462 851470 540640 497480 68654 2980 2920 1134458 2900 2986 847212 632548 1032040 401142 472212 474102 3018 2982 585746 1111810 2908 542004 1123028 167098 2974 372634 1115982 2910 1065876 2984 
6130 2844 2730 2816 401672 755388 2824 2722 2812 2724 145548 718572 2726 2846 8182 497384 1114662 346694 2830 412092 2832 5488 369638 2812 2736 8468 2722 2854 2842 319070 2826 
17476 785544 2584 993200 2668 465888 2684 754304 1020852 262488 644316 1039252 782076 2662 5198 1059276 2708 423154 2732 521366 18578 2582 965130 8026 324808 820880 566040 2706 642536 2626 2664 
195704 292516 1136674 311482 2546 453996 2566 1086756 2568 683856 2472 417358 303258 493894 1111678 375332 263800 74984 1102384 439636 856328 1112524 164198 2534 511136 2578 963442 792536 2508 1044308 480672 
2650 2426 1125614 810082 201484 1081738 99812 2350 1104490 2444 382022 586428 2354 834186 698046 622278 206898 2360 348054 949246 133102 597070 2350 447908 93690 920320 534436 494572 564532 2360 958284 
2558 1108130 309368 760442 1113458 218908 1115004 723078 1047628 316052 642512 398180 778190 457936 640012 850674 675328 811108 833040 756296 1109622 436452 940080 840584 606418 1134956 846500 637804 699722 751002 719178 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2452 133258 1062886 1109548 1086996 392018 1106528 147720 416824 819066 484228 840710 685602 386990 960336 604732 206910 938390 520290 528752 656972 289800 593472 383414 331110 376300 973356 1035636 770510 1108500 818162 
