907582 3906 4010 1113572 4080 3968 4064 4010 668896 885738 3948 451050 4008 3914 4008 130686 1092188 3882 3922 4028 3876 787656 3898 4032 4002 3924 4024 231870 4046 1112096 665754 
462856 1126362 3538 583124 3558 157944 3554 3688 3680 3618 7396 3562 3712 3702 3554 3756 1140428 3672 387352 3578 3680 215922 3684 3612 649980 3744 3586 3684 567604 333538 3692 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3374 698780 3086 1017928 3218 1105022 3202 3072 6456 1111180 537306 3216 3098 941956 3206 3074 574266 485494 3234 1107226 114948 3228 6248 3190 1103928 3102 563508 740604 3188 212166 3124 
3288 696294 765966 486486 781944 661012 403176 3000 2922 620910 2886 605160 1125024 1110018 631214 2890 916108 692442 699576 721314 113864 3016 1134934 273506 680766 2916 685492 2952 104098 218214 504210 
3122 2736 3138 1056108 773052 1111938 2758 1117152 2722 421948 227226 983136 2814 2726 1106826 2810 10932 1041066 2752 761624 365028 427374 2836 2724 2832 591492 1129758 857758 1106754 1118734 149238 
2980 274316 5196 718552 2586 748562 819734 711182 2722 920684 224760 1111594 2662 877332 2694 443866 1115488 325592 1098400 745264 708294 942754 661412 358570 761376 1112012 2658 2666 2588 265746 2592 
5738 2484 1087526 2576 224650 639110 332708 2566 1118166 328066 1093482 2556 5078 1167950 452540 5102 485388 257502 679658 627804 120572 822432 835706 2490 2592 1098610 9828 2538 166296 632444 2462 
2744 2430 2376 778490 276362 1070004 132982 846956 116040 1117356 509820 2352 328358 7300 1048044 720962 367472 1110788 367100 773438 2446 610902 2422 2352 2438 446166 921388 701374 728204 287186 578718 
5174 831638 1045726 875492 87684 435326 740998 150064 1110122 103892 730856 305012 2248 465842 1131372 675880 837826 750512 838392 557878 2320 140046 388082 2336 2254 1110740 1174892 434638 353818 679348 380750 
976666 290942 331182 889262 233968 535912 445890 636300 1113014 1109478 1110632 909234 908796 322734 948892 720940 352728 117522 556510 938924 911354 787784 1084344 351146 784134 129266 931960 954302 422072 781814 1137780 
2490 449162 1074298 482296 767770 460058 943136 443210 655814 777924 423664 219376 690530 1086564 239948 1138262 515626 176426 846678 453796 657716 659072 206012 564918 398084 1111868 85966 379736 665658 112220 1136924 
