157912 3998 966998 936600 4032 3860 1141694 899010 7690 4032 1124302 4022 3848 638492 142872 7764 773082 3876 8018 8022 3846 12004 3864 4006 3894 419932 8068 3928 520514 535246 3902 
405578 982658 3670 729984 3666 3666 174670 402554 883130 3670 3662 360344 754914 1118396 3758 3574 3548 814658 820708 7322 1115810 729566 7392 312702 588730 895990 557048 3666 3546 3760 3570 
3726 3326 3326 3420 3410 3398 3312 3352 3418 3332 3398 3312 3422 3448 3290 224788 1106036 3404 3398 231800 926482 3294 6800 1115546 505632 3398 1117842 3426 3290 3406 807414 
3466 1011262 837434 478004 3196 600568 701210 100386 3176 3078 336464 3186 3076 996560 335200 365694 753262 3112 6394 3072 475540 3182 824014 891858 830762 1113078 3172 3102 1008038 3092 3170 
3300 2886 5986 911102 380024 1117884 2904 818518 820328 5960 2922 827016 81218 2938 407020 3180 1061026 441420 289528 2980 2890 1116382 491420 620648 506532 1114292 1091000 996846 882438 2982 5856 
9348 2790 1095840 592818 584446 8432 1110622 19582 2846 1112414 14020 478102 1117178 2836 2790 482152 140686 447718 109718 91678 2834 290888 980794 674478 5520 509760 2766 2800 2722 1111970 1143906 
737830 2666 1109936 627468 2668 124328 1015736 2592 977738 379416 2586 10700 2618 1049540 2582 153516 781676 1108740 2718 807922 244212 2584 5162 796998 2584 2664 900278 631050 2668 240748 2666 
5546 1109440 906078 2462 61628 968500 117536 2488 1105948 301164 85418 2554 7364 1125278 85194 2492 1108098 708366 510022 723668 81800 328128 2494 990418 705546 835772 1111148 534420 1116850 696954 668596 
428402 1137624 2446 2370 1001624 885726 1072970 885880 109246 181196 1119976 578158 949164 669952 724534 2366 1079934 852236 944368 872258 1060870 947422 162046 277858 715016 2358 2494 2434 364612 1007668 824930 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2542 1132550 1054364 640700 1146600 673100 634604 92198 1062898 912306 674510 515560 1122792 1133952 885472 830222 723438 1097422 1106168 901200 777716 688722 617300 432748 564294 734030 155088 1016394 389446 385806 767282 
2388 1106720 298448 439744 478846 147282 861716 643356 303906 1138010 1130414 983504 384774 906760 538610 668868 637526 945372 377884 877126 972668 1108058 852768 1133726 79242 1086482 702754 1106100 483216 384606 291926 
