223654 8002 906830 16098 974828 241008 586756 3872 854378 3876 430016 3894 712284 684216 3950 7976 192582 3864 4028 64368 4024 3916 3866 4086 3886 4012 624734 4054 339632 3876 656902 
163624 3570 889758 302986 3684 3562 3744 3768 3578 1090436 262972 3730 3680 3566 3680 1112342 3684 3566 257440 3704 1076452 3776 3570 3566 1106476 757416 1056778 391316 791140 496532 565180 
525252 3328 545584 596910 1119350 784072 3294 3316 3420 540058 3430 3294 3426 142966 61162 1132408 3290 1046912 447882 1134928 3422 659450 3462 3324 3290 3428 3282 3426 3606 3296 570768 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3182 435572 2908 154066 23766 2894 758642 2886 2988 2916 936216 1084906 2886 2986 270120 1031630 955964 849750 1110090 792052 3010 975198 2886 2984 117504 2982 2886 2918 731920 2918 724016 
3100 500582 2812 256572 359594 825256 752668 644338 2760 77184 5450 969434 2728 393816 2810 2728 213112 2722 752102 2722 571996 5590 804780 2832 2722 1009662 2726 2758 657852 1132112 2810 
5774 2688 2666 1114582 2666 2584 2724 544956 954298 307534 2586 772090 2582 228652 684076 1114772 2668 2610 696322 784772 1111250 2684 2584 630604 2582 2660 256924 2590 2684 1113664 403448 
5660 2498 2556 2500 774524 167608 790536 2538 2488 768800 786414 338516 1086710 327118 541948 986770 81586 539146 2520 5048 641992 2540 2536 898036 1142702 1111248 505148 2562 1049972 2542 918054 
1030488 745034 750592 2434 971542 1041954 2510 214854 645596 662610 1113130 1154090 326504 95506 257232 2422 2364 2426 957980 193006 2436 1111388 976200 918678 2346 988860 549848 1120408 504984 1087672 4842 
1070974 100686 377844 1056722 1110738 1073102 1110370 740734 4678 1111988 1046278 500610 376696 311224 762498 486122 959266 1020990 1109358 352406 883818 607708 730158 782642 1080842 601256 329376 174632 442550 756282 1085224 
2494 153412 971514 801404 415338 2170 748900 399130 437968 883366 1110500 1109020 406546 1110124 275960 83384 249038 329222 113736 914806 256304 569848 431804 704490 185876 204680 880548 2174 376760 2190 1098420 
9812 1062256 272062 700250 285266 946072 305708 1095410 1110510 2136 1112496 768030 977070 333774 702680 145470 1108108 1109054 406326 824812 161668 236588 314744 1137102 1092846 397084 655708 503160 1064720 350168 122346 
