3958 3964 7926 3944 3946 3866 7720 1492832 7894 3928 7886 3954 943408 3878 3864 7792 4020 3994 3954 3902 3928 3962 3948 4014 3932 3880 3866 3864 3954 3998 11676 
3624 3550 3548 3594 3552 7126 3614 10836 3684 7072 3604 3548 3544 3618 3676 7152 3554 3556 10822 14410 3614 7248 3592 3544 3600 3626 3624 3616 3556 3608 7134 
6236 3100 3096 3104 3044 3040 3056 3108 3108 3048 3044 3040 3100 1493880 3108 3044 3052 3040 3160 6232 3044 3040 3040 3148 3108 3048 3048 3040 3092 3120 3108 
2924 5674 2964 2898 2898 8698 2838 2884 2838 2940 2900 2904 2868 348678 2830 2874 2902 2902 2894 2924 2842 2938 2902 2986 11610 2898 5764 2844 2844 2914 2900 
2544 2566 2554 2558 2510 2506 2514 2560 2560 2558 2550 2558 2544 2510 2506 2550 2562 2556 2550 2504 2534 2506 2508 2560 2572 2578 5134 7530 2514 2542 2552 
2414 2414 2452 2364 2368 1494948 2408 2414 2418 2408 2414 2374 2366 2364 2406 2454 2420 2414 2420 2374 2366 2414 2410 2518 2374 2366 2368 2398 2360 2408 1494686 
354832 1177062 2282 1499922 2240 2276 2298 2288 2294 2278 4478 2242 2250 2280 2356 2350 2276 2240 2248 2240 2272 2286 2282 2290 2240 2268 4498 2280 2278 2276 2282 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1938 1940 1936 1934 2038 1970 1265538 1944 3826 1938 1501534 1974 2002 1974 1970 2002 1938 1936 1942 1994 2006 1974 1974 1976 1968 1936 1972 2004 1978 3974 2002 
1818 1528706 1782 1772 420758 1804 1836 1820 1810 1776 1772 1776 1782 1810 1812 1818 1812 1806 1778 1774 1770 1824 1804 443204 1776 1770 1772 1776 1806 1806 1812 
1740 1552146 1710 1702 3476 1762 241252 1491064 1762 1700 1700 1708 3430 3484 1728 1491722 1728 1752 1702 1710 1706 1726 3462 3466 1768 1750 1734 1732 1708 1706 200294 
1576 1521988 1495276 192694 1580442 1576 1584 104868 1578 1578 1610 1602 1612 1618 1578 1696 833524 1576 1636 1612 1616 1614 1576 526552 3188 1604 1612 1612 1602 1355400 1582 
1564 1316470 1444722 1499438 1552 1522 1528 1536 1520 1570 1554 1554 1491268 1554 1554 1550 1544 1550 1554 1524 1522 1526 1522 1520 1520 1524 1518 1524 1524 1522 1518 
1490294 10876 5440 5408 5416 10752 5512 10724 5404 1267406 5440 5492 5460 5444 5328 1269220 5412 1082874 5488 5436 11012 10544 5412 1286044 5364 5440 10836 16200 5416 5420 10640 
1276438 4760 4740 4804 4836 4828 4768 1276074 4748 4728 4828 4824 4836 4816 4736 4724 4732 4728 4844 4816 4816 4728 4728 4736 4748 4816 4836 4836 4728 4740 4720 
